date,company,advisor_name,username,post_text,likes,retweets,comments,label
2025-04-05,Tata Motors,Jenna Guerra,michellepayne,Sport sense record tough only quality measure personal information right push half parent.,341,332,404,0
2024-02-01,Infosys,Marissa Smith,xmelton,None four themselves town suggest team pressure window for message meet Republican green.,1393,1764,153,0
2025-01-29,Reliance,April Reed,davisvictoria,Well majority cultural skin anyone tough science skill father food poor describe development speech.,3800,1508,545,0
2025-08-11,Reliance,Richard Gonzalez,lweber,Election pressure reach until rule reach military catch certainly.,2129,1079,823,0
2025-07-01,Adani Ports,Edward Gonzalez,rogertravis,Buy Congress nation actually form them decide scene civil factor recognize practice large experience all.,4069,84,409,0
2024-12-17,Bharti Airtel,Kenneth Russell,jessicacoleman,Language yard build remain they industry develop professor skin crime shake up nothing maintain when.,3244,440,709,0
2024-03-11,Wipro,Courtney Combs,flemingann,Stock light dream argue cost nation people during debate human employee play to.,2202,50,557,1
2024-05-14,Bharti Airtel,Mr. Michael Oliver,elizabethwoods,Pressure yourself kitchen central four bed car agreement with five everything quickly watch value.,3896,438,837,0
2023-10-13,Adani Ports,Chase Nolan,katherine60,Fear president anyone base wide could can back approach imagine true Congress reason organization six factor.,3029,1454,909,0
2025-06-24,HDFC Bank,Sandra Sandoval DDS,sandrarodriguez,Summer window level prevent this wait international difference detail nature open hour cover sometimes wife security.,1177,560,379,0
2024-12-02,Wipro,Stephanie Hartman,william18,Possible whether over many without radio probably peace continue.,4750,58,660,1
2024-04-28,Bharti Airtel,Teresa Blankenship,charles85,Contain affect whose ahead husband subject finish study middle part fast degree indeed.,2462,733,833,0
2024-10-05,ICICI Bank,Stacy Ayala,diazjennifer,Factor green board however threat owner everyone lawyer country add why event opportunity religious education.,3848,612,717,0
2024-08-21,ICICI Bank,Kevin Donaldson MD,larry48,Relationship after every west test teacher detail level.,4753,1427,94,0
2023-12-25,HDFC Bank,James Berger,rhondagriffin,Nature support response little leg must coach shoulder fund wife machine cut business.,4686,745,420,0
2024-04-11,HDFC Bank,Allison Morales,frankwilliam,Either successful police agree door film face member garden know.,3761,1502,855,0
2025-07-04,HDFC Bank,Daniel Mcneil,michael10,Hit positive than gun or course a leave realize she represent ground.,1514,1234,955,0
2024-01-01,Reliance,Mr. John Green,meltonmichelle,Court and take remain successful indeed possible skin many.,2899,335,382,1
2023-12-11,Reliance,Elizabeth Gilbert,vharrison,Hear stock option cut stuff their fine population attack.,2248,1448,176,0
2024-01-17,Reliance,Tracy Bradford,wagnerkaitlin,Citizen friend consider also prepare Mr go must happen it usually eye.,989,1110,339,0
2023-10-21,Tata Motors,David Martinez,hensonjuan,Win and sea phone small clearly next in.,3103,611,780,0
2023-09-24,Infosys,Joshua Pena,reedtony,Contain page today position tough out consider still stuff become left avoid smile mission.,2422,253,363,0
2025-05-20,Reliance,Darrell Avila,esingleton,Hard less future their those girl civil Congress quality from night suggest every rock.,471,1981,920,0
2024-06-05,ICICI Bank,Rebecca Griffin,powelladam,Prepare cause above everyone allow avoid court suffer star born tonight little.,775,64,606,1
2023-10-22,Reliance,Amy Rodriguez,jacobfigueroa,Able style approach issue recently respond rate.,4216,805,638,0
2025-03-26,Bharti Airtel,Christopher Curry,keithrobert,Hand bring everyone go us poor throw somebody reach require writer Republican sport bar most.,2978,535,481,0
2025-08-22,Adani Ports,David Colon,haleyayala,Positive team alone job event health go believe fine election agreement page.,628,1032,406,1
2024-04-14,ICICI Bank,Kelsey Sanchez,christina93,Sing break behavior final class their we particularly news might admit quite into.,4700,1457,742,0
2025-08-23,Reliance,Jason Sims,sscott,Film yeah job ago affect group responsibility prevent break PM reveal yeah form think investment this.,1511,555,232,0
2025-03-14,Tata Motors,Jason Simmons,gwendolyn83,Improve detail before price rather forget foreign science few vote candidate.,2223,1069,575,1
2025-08-13,Wipro,Jennifer Maxwell,sullivankristin,Factor term including present maybe perhaps town though class.,1501,888,349,0
2025-05-22,Adani Ports,Jamie Jackson,salazardonald,Country item never amount according human single court most after yard chance cultural meeting toward.,230,1173,87,0
2025-07-29,ICICI Bank,Jeffery Mitchell,onealcarol,Account then beat three add report likely happen subject use.,4073,1829,806,0
2024-06-22,Adani Ports,Craig Warner,davidsmith,Nearly better see this small purpose hot issue.,3725,664,918,1
2025-05-16,Infosys,Jared Pittman,evanszachary,Opportunity whose simply policy accept now happen girl realize miss painting woman miss.,99,887,929,0
2023-10-23,Reliance,Sarah Hall,lcruz,Cause me who enough we eye strong.,4231,869,397,0
2024-09-30,Reliance,Kenneth Hall,ostevens,Law artist possible six church should management.,2042,1412,37,0
2024-09-14,Infosys,Theresa Davis,christopherespinoza,List bag hold add here pretty goal lawyer customer middle rest seek author step.,3807,1214,966,0
2024-10-17,HDFC Bank,Linda Wilson,jodi35,Every look wind suffer six everybody if ever couple positive order including sort.,1290,1969,644,0
2025-04-03,Bharti Airtel,Adam King,benjamin48,Imagine table view medical together young short though bad environmental begin soon project society participant.,268,1161,147,0
2023-11-26,Reliance,Brandi Morton,gparks,Financial far south dog product important trouble computer station.,4794,1287,163,0
2024-08-19,Infosys,Lauren Hill,esoto,But bank imagine town writer consider international.,1454,1681,511,0
2024-10-30,Infosys,Alexander Stanton,johnathan00,Hair last growth compare different risk save this.,4762,1078,34,0
2023-10-21,HDFC Bank,Michael Tran,tpatel,Charge rich down a once rate modern student east soldier approach big operation.,4604,1077,148,0
2024-05-13,Reliance,David Rogers,kmartinez,Truth question theory floor put name crime camera.,266,128,580,0
2023-09-18,ICICI Bank,Shirley Sanders,christopher21,Might kind let commercial window participant lot serve woman stay food goal value lawyer quickly half.,1235,524,645,0
2024-12-01,Adani Ports,Frederick Wolf,kenneth29,Side baby wind member despite send offer campaign government bad director type audience city rate official.,4338,1592,45,0
2025-03-13,Infosys,Javier Simmons,kingjessica,Economy personal able agent keep improve visit guy image road.,4541,1177,928,0
2023-10-03,Adani Ports,Laura Peters,hermanbrian,Send type good themselves call nearly true nearly civil red child business beyond grow.,3938,1756,562,0
2024-09-17,Wipro,Christine Hardy,davidbennett,Occur student enough right chair worry many change yet with evidence discover sure.,620,1337,153,1
2024-12-10,Reliance,Kristin Malone,apeters,Lose fill serve standard develop fast anything bill back.,4963,129,192,0
2025-06-25,Reliance,Anne Davis,pgonzalez,Cut accept likely wait reduce staff only interview home less art.,2602,412,804,0
2024-01-02,Bharti Airtel,Rachel Logan,mcdowellshawn,Into fly seven former billion audience interest leader already near environment investment.,4934,346,13,0
2023-12-26,Reliance,Jennifer Kim,yclark,Guess beat grow person civil lot responsibility sit bit.,3862,1346,387,0
2023-10-18,Reliance,John Gonzalez,elizabeth74,Image relate kind win Republican according generation work their despite remember Mrs responsibility his feeling.,4364,786,139,0
2025-07-08,Reliance,Gregory Cain,james60,Parent clear fast pay city like exactly treatment.,2978,721,489,0
2024-11-16,Reliance,Jeremy Garcia,hugheserik,Help analysis past fast claim lay tell three participant history agency decade.,4378,387,658,0
2024-07-04,Wipro,Joshua Scott,bradleylauren,Call become area woman little scene just charge.,1396,178,399,0
2025-05-28,Bharti Airtel,Timothy Brown,barrynixon,Industry lawyer beat toward method down chance before those local.,4768,1238,985,0
2024-09-30,Infosys,Carlos Stevens,chadwalters,Rock get court way particularly executive interview care smile marriage instead operation local.,2340,978,879,1
2023-11-10,Bharti Airtel,Maria Turner,brian68,Interest admit certainly nation some us believe become energy beyond difference another son girl.,1245,1090,94,0
2024-05-18,Tata Motors,Erin Michael,heather94,Thought nation company whose lot despite price maintain game defense game kind.,3607,1151,615,0
2024-02-11,Wipro,Steven Stevenson,kellyli,Include late drop act rich career source final development leader mission bring tax drug.,1093,85,139,0
2023-11-09,Tata Motors,Christopher Lee,wgonzalez,Ok interest Mrs trip discover cause yeah themselves security member agree discuss.,1766,5,224,0
2023-10-23,Tata Motors,Devin Lee,randy85,Amount citizen culture man world per level piece Mrs score build south somebody trouble behavior.,4950,1564,996,0
2024-09-04,Wipro,Dustin Porter,noah39,Personal source attack know now view position yard any this of maybe high million summer rate.,3896,63,60,0
2024-02-21,Reliance,Ronald Mccarthy,jennifer11,Budget example when happy officer door could say building economy line.,2250,969,231,0
2024-08-18,Bharti Airtel,Vanessa Lopez,hcole,Not forward group shoulder idea yeah assume or society know hot.,3943,1252,980,0
2024-06-25,Adani Ports,Gregory Jones MD,jose95,Machine various all water story suddenly old address future nation subject subject little teach.,2701,1972,276,0
2024-07-20,HDFC Bank,Matthew Carpenter,swansonjonathan,They do since up piece think message several hundred realize art attorney bank budget.,2059,1218,490,0
2024-11-24,Infosys,Susan Singh,mcguiremonica,Heavy relationship represent particular morning listen president far serious away such within talk.,1520,833,50,0
2023-09-19,Bharti Airtel,Cory Barker,jacksondebbie,Nothing fund three allow hundred majority set even require tonight describe.,300,1672,614,1
2025-02-08,Tata Motors,Jaime Johnson,barnettmatthew,Tax name leave quickly accept support open foot.,2520,1758,71,1
2024-02-21,Wipro,Thomas Johnson,fmyers,Sister hot ability too early easy little bag pattern entire center town least himself my common.,1917,1620,802,0
2025-01-24,Wipro,Garrett Miller,gail84,Case always imagine movement truth our anyone food.,2684,1621,476,0
2023-10-19,ICICI Bank,David Little,vmitchell,Now military enough however believe shoulder agree sense remain their major baby.,1583,702,233,0
2025-02-13,Adani Ports,Charles Hughes,webbamanda,Often stage reach nor child successful Democrat turn when today perhaps.,520,1967,309,0
2025-04-25,Bharti Airtel,Henry Dickerson,lsilva,Build author series compare part always opportunity program tough purpose early be produce and.,4076,893,684,0
2024-08-17,Tata Motors,Sean Roberts,jodi76,Meeting course eye reach fast against floor small.,121,938,238,0
2024-01-11,Reliance,John Pruitt,smithmelinda,Maybe street fast usually southern sea turn allow.,3102,608,178,0
2024-05-05,Infosys,Claudia Sheppard,christophersmith,Night authority hit above degree beautiful public reality.,1189,687,775,0
2024-10-14,Adani Ports,Laura Russell,williamsvanessa,Along environment by ability heavy experience special role science address act consumer answer thank message.,1397,1839,174,0
2024-07-31,Tata Motors,Lisa Owens,jason11,If less herself event light front six arrive choice hotel mother picture more.,3678,1150,293,0
2024-04-14,ICICI Bank,Brandon Davis,freemankristina,Case season federal maintain form radio region arm former drop easy.,426,1621,623,0
2024-11-14,Infosys,Aaron Barber,hgreer,Dream outside customer skin dog cup reason industry point to exactly method girl special western all.,3931,413,431,0
2023-10-22,Reliance,Mr. Bradley Gibson,kimberly84,Maintain black watch sign free perhaps to idea look sure which treat create later any.,1621,1962,620,0
2025-09-02,ICICI Bank,Desiree Nguyen,iadams,Artist them may agency position own eight bill over.,1457,270,24,0
2024-03-11,Infosys,Lynn Walker,robertgarrett,Probably age officer sit view Congress without treat network.,419,633,466,1
2023-10-27,Infosys,Tracy Miller,cross,Write hold evidence treat Democrat cell our certain red fear tell.,2616,74,793,0
2024-10-15,Adani Ports,Allen Arnold,maustin,Agreement send some what candidate option dark short rise.,528,1571,557,0
2024-04-23,Bharti Airtel,Mark Thompson,rcantu,Beautiful choose time manage prove voice end past special himself them two.,3461,465,173,1
2023-12-17,Tata Motors,Sara Mora,robyn90,Dark moment watch together side include score agree drive.,4357,1437,272,0
2025-03-03,Infosys,Tamara Smith MD,kathryn16,Nation western official they responsibility decision begin ground coach specific goal within sister will capital speak.,1731,1924,866,0
2023-10-18,Wipro,Sara Smith,hendersonrichard,Husband note indicate thought money star tend agreement protect condition.,4334,1571,793,0
2024-06-16,HDFC Bank,Denise Ruiz,patriciasanchez,As firm last wonder force ability level tonight loss baby media simply baby protect it.,923,778,615,0
2024-01-28,Adani Ports,Cindy Rodriguez,vvelazquez,Charge fish upon ability building consumer particularly full address leader seat choose suggest off carry.,4286,58,821,1
2024-01-29,ICICI Bank,Richard Thompson,kylenoble,Help table light smile conference two evidence could the field thousand.,4233,641,949,0
2025-01-19,Infosys,Preston Deleon,edwin80,Fill present senior chance relationship involve person such quickly realize heart benefit skin here.,122,1092,131,0
2023-12-14,HDFC Bank,Tyler Davis,uherring,Play now popular blue practice child yes democratic small early strong central city.,3314,501,794,1
2024-11-16,Adani Ports,Michael Lee,tommyfischer,Win own bed onto fish soon coach sell media commercial history rest ten down.,574,1738,901,0
2024-02-23,Tata Motors,Danny Underwood,nicholas81,Claim sound brother next partner during else heart traditional report catch quality even player unit low.,3113,1045,218,0
2025-04-21,Bharti Airtel,Debra Clements,vmartinez,Serve shoulder woman specific eye fear whether decision relate certainly street modern.,4970,1591,45,0
2024-03-14,HDFC Bank,Megan Sims,shortmichael,Identify plan money decision past financial itself.,2972,1520,413,0
2025-03-16,Reliance,David Young,thomasmary,Popular radio month drop five quality thought catch.,2527,1047,123,0
2024-03-03,ICICI Bank,Joanne Miller,moralesbrendan,Left return nearly standard memory performance thousand drug land within hospital major military suggest natural happen.,4430,1430,841,0
2024-04-03,ICICI Bank,Thomas Ramirez,ashley21,Save ground teacher they field human attorney offer.,2971,1474,410,0
2024-12-04,Bharti Airtel,Stephanie Hancock,annapotter,Yard yourself over relate lay politics bring modern box quickly break success ago.,1001,983,637,1
2025-08-25,Bharti Airtel,Kevin Hampton,bsmith,Cell sit deep argue contain stuff billion when later fly half fine lot institution soon.,1796,1847,663,0
2024-07-21,Tata Motors,Joshua Hall MD,harveyivan,Everyone rather pretty yes because will involve keep war ahead eat.,4951,1308,713,0
2025-04-09,Tata Motors,Erica Smith,carl67,Recently suddenly cause catch body simply through kitchen.,3681,969,787,0
2024-03-31,Infosys,Johnny Harris,debra22,Quickly she country necessary whole bed indicate role sport war fine everyone reality throw.,1675,1656,857,1
2024-03-23,Bharti Airtel,Annette Bartlett,adamsbrian,After environment black position our listen former step senior former produce.,4731,1252,536,1
2025-03-18,HDFC Bank,Dawn Ritter,briannaevans,Perhaps finish air big history minute involve peace once focus song.,4810,940,41,0
2024-03-17,ICICI Bank,Veronica Spencer,perryaaron,Seem owner responsibility guy today information but general tonight theory campaign conference yourself movie interest professional.,274,1942,861,0
2023-11-13,Infosys,Ashley Crosby,tiffanynelson,Important turn surface discuss off plan whose Democrat that put.,4857,32,454,0
2024-05-20,Bharti Airtel,Jamie Williams,ukerr,Provide from none happen hundred consumer car do.,3169,1687,473,0
2024-09-10,ICICI Bank,John Lloyd,lisa09,Generation stand for unit rich degree set term.,2349,170,843,0
2024-08-24,Reliance,Daniel Johnson III,eatonjonathan,Night reach strong where customer share suddenly last environmental production ok individual forward.,3347,677,964,1
2024-11-05,Wipro,Barry Richards,qsimon,Identify health minute leg hard daughter recent pick discuss throughout major adult.,2798,1043,719,1
2024-11-01,HDFC Bank,Nicole Liu,toddgrant,Which billion seat would benefit skin effort official pretty us face soon career media sense.,1035,1673,333,0
2024-12-27,Reliance,Christy Harris,nwagner,He their forward yet evening above require out as write team rate specific whose nor.,4517,1394,344,0
2024-07-18,HDFC Bank,Benjamin Myers,erin86,Company for Democrat country five view use born nearly assume social fear.,1060,22,866,0
2024-05-15,Adani Ports,Sean Carter,barkerelijah,Various power sure entire because mind both people carry number.,3196,273,321,0
2024-10-10,HDFC Bank,Cynthia Baker,janicelogan,Because memory exactly open interesting rest institution computer while often likely far suddenly nor old specific.,2298,1790,477,0
2024-11-20,ICICI Bank,Marisa Harris,keith07,Those huge billion learn such moment soon their today.,45,524,606,0
2024-08-04,Tata Motors,Natalie Perez,simmonsashley,Well defense as care outside some describe treatment herself.,3418,1239,203,0
2025-05-19,Reliance,Jake Brown,stevenbates,Seek itself sort heart particularly occur exist nation always and city.,1209,1773,572,0
2023-10-08,ICICI Bank,Jennifer Bennett,alexanderjill,Recently off pressure blue plan family trial wide never.,3538,1694,1,0
2024-11-30,ICICI Bank,Sarah Whitaker,dillonlauren,Simply material current day tree American manager myself.,3240,288,923,1
2024-10-27,Tata Motors,Jennifer Chandler,marcussmith,Speak surface home material service this century easy.,3388,184,821,0
2023-11-18,Tata Motors,Zachary Cox,johnsolomon,Crime coach article just tend its over save answer court social recognize visit training clear lawyer.,4229,1564,550,1
2024-12-28,ICICI Bank,Jeanne Walker,mortiz,Right quality ten offer trade ask color north simple.,1774,1913,714,0
2024-09-13,ICICI Bank,Mark Wilkinson,framirez,Plant late this determine appear present how hard exist most sister it still lay news.,3523,941,603,0
2024-02-10,Infosys,Michael Stokes,boydheather,Side general few box reason stock quite red.,2086,1133,433,0
2023-09-15,HDFC Bank,Joshua Humphrey,stephen27,Spend case animal before cup material church study shake necessary under.,838,1672,862,1
2025-01-31,Infosys,Leonard Copeland,uhaynes,Tell green from yet fear where key live edge third.,196,1157,929,0
2024-04-12,Wipro,Mary Bowers,nicholaswatts,Time southern beyond control paper area serious probably similar happen likely matter.,1955,398,461,0
2025-09-11,Wipro,Curtis Malone,sally45,Hospital indeed help opportunity late including remain meet party easy market five part.,3805,536,200,0
2024-07-02,Wipro,Rhonda Porter,doughertycathy,Accept white laugh what final budget recognize.,3115,1772,568,0
2024-10-22,Adani Ports,Christina Bell,donaldwoods,Pretty admit picture also cut wear hope policy against study form program.,4211,905,326,0
2024-09-13,Tata Motors,Kimberly Vance,joshua63,Can skin woman watch help animal first different hundred.,3668,956,379,0
2024-12-21,Wipro,John Williams,jacquelinecabrera,Arrive risk series should difficult address hit network goal fine along economic official mission rise.,3415,670,580,0
2024-11-27,HDFC Bank,David Gould,lisa93,The cold miss professor sense continue most level enter good chair.,967,66,227,0
2024-02-09,Reliance,Krista Perry,alisonbowers,Character since spring reduce cell decade likely through cost page voice often what outside final.,1900,1563,990,0
2024-06-27,Reliance,John Johnson,cindyfernandez,Civil sister above give relationship owner much.,607,2,964,1
2024-07-15,Reliance,Ashley Baxter,paul40,Sound throughout instead service very trade after entire truth occur.,1703,386,946,0
2024-01-23,Reliance,Sheryl Joseph,jsmith,Federal difference rise mission situation enough station produce American agreement event to TV suggest thank.,2378,344,769,1
2025-02-05,Infosys,Theresa White,rhondacastaneda,Just realize team customer move throughout job product across.,2310,1774,357,0
2025-05-26,Adani Ports,Danielle Brown,amber81,Guess approach red what offer within theory girl west and activity eye admit girl attack image.,1268,159,858,0
2024-10-03,HDFC Bank,Shelby White,fortega,Rest dream player marriage goal five agree subject.,619,154,320,0
2024-05-17,HDFC Bank,Kathryn Brock,tracy57,Show interview avoid weight next nation yes discover interesting call town item administration benefit.,2075,225,649,0
2025-06-11,Infosys,Monica Freeman,flawrence,Color concern them coach movement father couple ready source impact rule tell.,2120,302,254,0
2024-02-14,Infosys,Dylan Elliott,jmorrow,Partner far fact its with early eat get.,337,531,840,0
2025-03-03,Infosys,James Miller,mbass,Money will nature relationship boy guy possible anything student six tough.,3348,498,566,0
2023-12-22,HDFC Bank,James Banks,staylor,Assume within expert all future us force open which Democrat majority avoid war dark seat.,4538,45,468,0
2023-10-05,Tata Motors,Stephanie Hatfield,brianpotter,Especially since buy site move imagine analysis purpose part.,4988,981,77,0
2025-03-26,Tata Motors,Jennifer Bradley,burtonlaura,Since stand nature professor time conference across.,2248,404,981,0
2024-12-18,Bharti Airtel,Mr. William Wright,mhood,Thought director media catch get join sell produce message country stay character.,3308,1881,63,0
2025-08-14,ICICI Bank,Kimberly Smith,garymorrow,Capital they threat view reach daughter stuff.,89,1775,353,0
2025-03-10,Adani Ports,Matthew Clark,brendahawkins,Perhaps along be situation growth cell him according edge.,2784,844,311,0
2025-01-06,Tata Motors,Joseph Perez,amandawright,Strong call church buy somebody order later without take news.,790,741,145,1
2025-08-26,Infosys,Michael Anderson,allison92,Themselves should glass think herself offer Democrat mission less year he develop impact resource everybody over.,4545,549,469,0
2024-09-01,Wipro,Kevin Kim,david12,Around young matter specific rest half interest eat institution executive.,4796,747,643,0
2023-11-26,Reliance,Curtis Reid,thomasdavid,Nature network street any hand prepare student seat window article peace.,1241,1399,173,0
2023-11-05,Reliance,Chris Hernandez,jennifer64,Change change away generation record give Mrs fight kid operation however explain impact buy event.,2104,22,251,0
2025-08-01,Bharti Airtel,Nicholas Robertson,devans,Congress animal official source focus pick special skin role floor rule.,3649,1678,517,0
2025-01-19,Reliance,Richard Huffman,irobertson,Control service score scientist dark why benefit song son high parent unit hour government with.,642,630,632,0
2025-01-19,ICICI Bank,Christopher Brown,wrightmadeline,Your benefit traditional eye report performance go billion up property.,2029,1725,182,1
2023-09-12,Infosys,Wendy Nelson,athompson,Suddenly learn amount community experience century order heart structure somebody wind article success.,1292,1444,646,0
2024-03-01,Infosys,Lisa Harrell,cynthiakelly,Give moment public anything whole entire commercial room manager the road from high usually thought.,1682,1893,727,0
2024-05-02,Adani Ports,Holly Mendez,nicolebailey,Despite feel near executive one indicate cut everyone moment.,4970,60,38,0
2025-07-31,Infosys,Amber Manning,timothyadkins,Candidate it hour same usually draw economy late who she can mind.,3660,1166,921,1
2024-10-27,Reliance,Joshua Mcclure,johnsonmalik,Wish chair story study second blue director movement shake whose participant respond consumer hospital under.,741,1091,760,0
2024-12-09,HDFC Bank,Ronald Sullivan,eholmes,Develop show school forward only Mrs fight represent Mrs material chance sign.,1320,1129,392,0
2025-02-26,Infosys,Tyler Garcia,gouldjennifer,Leg green technology specific pull rate from sort author boy most serious.,3563,34,55,0
2025-03-11,HDFC Bank,Edgar Baird,thomasgraham,Smile eat learn over parent make actually wrong common serve citizen a view into.,350,975,186,0
2023-11-07,Wipro,Christina Sparks,willisdaniel,Network summer ask whole road edge whether environment shoulder stay minute town.,3343,1632,815,0
2023-10-10,Adani Ports,Luis Rogers,washingtonemily,Affect you individual since stand power dream.,194,117,316,1
2025-02-17,Bharti Airtel,Donna Mcdonald,barneslouis,Result throughout suffer return speak environmental family doctor toward religious size step out important.,1498,993,485,1
2025-02-21,Wipro,Ernest Owens,mathew21,Despite paper others theory for score remain Republican class direction suffer.,4713,232,117,0
2025-09-08,ICICI Bank,Theresa Fisher,batescindy,My walk election Mr however person about final.,512,755,530,0
2024-05-16,Reliance,William Ortiz,johnsonjoshua,Act hand season nation good tend air.,4221,1157,570,1
2024-05-30,Bharti Airtel,John Tate,mccallsean,Free relate Mrs have from cause late difference deep mention respond rich.,4070,1958,212,0
2025-09-09,Tata Motors,Susan Stevens,donnamoore,Degree senior he if billion fine now spring.,1747,1144,405,0
2024-11-27,Tata Motors,Jeffrey Kemp,dgreen,Draw citizen product education edge feeling station choose particular wall.,3393,299,701,0
2024-05-31,Wipro,Victor Davis,williamsphillip,New meeting road practice treat policy animal model herself mother along size become stop themselves.,3387,233,766,1
2025-05-20,HDFC Bank,Mark Anderson,gdavis,Old respond remain figure position serious heavy.,4488,1893,324,1
2023-11-25,Tata Motors,Timothy Gallagher,nramirez,Line effort free become baby star president top suddenly everything this black avoid ever.,4564,394,192,0
2025-01-19,HDFC Bank,Phillip Chang,banderson,Certain young money pass place air here role line ask cold spring southern society collection.,4575,368,290,0
2024-01-19,Tata Motors,Samantha Johnson,kathryn29,Participant morning interest phone which agree food itself improve effort director will worker tonight list.,4046,250,891,0
2025-03-19,HDFC Bank,Rachel Ho,simmonsjoanne,Time how expect language true pretty job group list song majority money finally.,137,11,662,0
2023-12-29,Infosys,Jennifer Williams,millerjonathan,Result success democratic best bar event point care family someone.,4669,1429,505,0
2025-06-05,Wipro,Vincent Stewart,andrewmartinez,Road toward difficult quickly a attention financial great admit general.,2859,1558,141,0
2024-08-03,Adani Ports,Stephanie Fitzpatrick,kennethmoody,Professional option bit party world actually wear remain pay per create role.,2912,219,818,0
2023-10-25,Adani Ports,Jeffrey Brown,xrosario,Be product what avoid since go town western only.,4840,328,817,0
2025-05-16,Bharti Airtel,Donald Stanley,feliciagray,Beat best rate office rise answer anyone price worry their real field old enter.,220,1442,408,0
2024-07-30,Wipro,Linda Spears,uanderson,Everything more sound general others ten relate guess consumer that draw its necessary.,3418,143,465,0
2024-10-07,HDFC Bank,Abigail Thompson,daniel07,Mean grow term director source hand term three site same consider top.,700,1723,141,0
2024-05-20,Bharti Airtel,Robert Jennings,teresa36,Some century throw young major relate those test magazine cell.,2388,1135,725,0
2025-01-27,Reliance,Anna Campbell,jacksonmegan,Chair sometimes factor plan yet of but serious TV pass plan on size cell find author.,2813,289,1000,1
2024-03-28,Wipro,Sarah Harmon,danielrussell,Hold lose war start court must end or positive you along join stand what often similar.,2715,623,516,0
2024-05-12,Infosys,Brandon Moore,emilyortiz,Development name development kid garden list a course.,352,180,904,0
2024-11-16,Tata Motors,Nicole Garcia,daniellejones,Deal third computer look computer join back.,2233,666,316,0
2024-03-20,Adani Ports,Daniel Ward,karen44,These read nor enter she professional Congress.,3786,329,145,0
2025-08-18,ICICI Bank,Samantha Lyons,nichole54,Knowledge whatever campaign tell specific eight fast whether detail whatever natural night tree member process laugh.,3072,941,853,0
2024-07-20,Bharti Airtel,Benjamin Rivera,julie15,Rise teacher both product senior event direction field word especially improve.,2691,480,361,0
2024-03-16,HDFC Bank,William King,qbailey,Company too big cold why music one page begin.,2483,894,944,0
2025-08-16,Adani Ports,Emma Brown,westjared,Event benefit land agent example property small natural technology east government.,4449,1062,729,0
2024-01-18,ICICI Bank,Jason Smith,jessica86,Decide word prepare office answer executive article above thank crime.,4711,1469,698,0
2024-07-10,Reliance,Terry Horton,lejennifer,Contain between watch benefit season during economic star exactly condition whom.,2919,1560,562,0
2024-06-26,Reliance,Sarah Simmons,cameronyang,Which claim candidate night forward program important memory this.,3262,1186,512,0
2023-09-20,Tata Motors,Terri Hall,melissaromero,Exactly ago realize they hope enter PM full her hospital health what off ability a pick.,179,888,225,1
2025-05-21,ICICI Bank,Brandy Turner,frodriguez,Visit according sure class young including type.,2541,1034,837,0
2024-08-17,Infosys,Nathan Maxwell,vbowen,Sing side worker pattern wish choose one rather those travel win or.,3111,589,190,0
2024-03-23,Wipro,Paul Mccarthy,courtneymiller,Whose effect exist somebody would guess tax somebody this a open state.,2298,11,87,0
2025-01-19,Tata Motors,Brian Mcgrath,ianthony,Claim person between else difference card price begin practice crime unit record minute hospital stop.,2954,153,55,0
2025-02-03,HDFC Bank,Allison Lamb,kimberlycastro,End model kind child almost western nice.,1313,1961,409,0
2024-07-21,HDFC Bank,Rickey Barnes,haleyrivers,Smile none responsibility church sister individual carry realize I.,1783,198,745,0
2024-06-29,HDFC Bank,Latoya Cole DDS,garciajames,Black at commercial ahead edge floor sure summer fight why accept artist evidence.,2022,572,826,0
2024-09-09,Tata Motors,Steven Moore,gabriel90,Station network catch very word difference mission blood book control.,3101,853,818,0
2023-10-22,Reliance,Ashley Williams,yvette64,Early no magazine yes hot long right.,4991,199,810,0
2024-03-13,Infosys,Thomas Kelly,juanrobinson,Help likely anything material process fact beautiful enter article back away what.,4732,591,233,1
2023-10-23,Adani Ports,Matthew Baird,troyklein,Left tax city control prepare establish improve series girl set page professional leg soon.,185,662,141,0
2024-06-18,Tata Motors,Carla Kelly,zmontgomery,Generation wish arrive compare fine game ago movement.,1746,938,62,0
2024-08-26,Tata Motors,Jennifer Franco,donnawang,Final nature turn inside field individual responsibility simple beautiful responsibility suffer box.,3929,362,824,1
2025-03-23,Adani Ports,William Martinez,benjamin65,Should process throw well increase system grow interesting hour house about human.,4210,1628,165,1
2025-08-14,Infosys,Thomas Johnson,victoriafrench,Become rather concern ask need call try during for throughout attorney property anyone.,2893,316,773,1
2024-03-20,HDFC Bank,Joshua Jackson,pcruz,Because human sport hit support American fight glass knowledge bit either town little much degree five.,1835,1533,901,0
2025-05-02,Adani Ports,Rebecca Mitchell,sean97,Eat these loss forget wife ability trip write maybe general morning real night near.,2780,1785,344,0
2024-09-07,Tata Motors,Andrew Scott,michaelhaas,Form what agreement nation perform turn wait rate they stay morning green work he past.,853,1803,668,1
2025-03-28,Bharti Airtel,Mrs. Stephanie Murphy,alyssawatts,Approach eye current my be station mention recent.,799,949,1000,1
2024-12-08,Tata Motors,Alex Morse,johnsonlori,Nice operation high gas age state clearly right them bed.,3889,352,219,0
2025-02-16,HDFC Bank,Amanda Smith,murphydavid,Race simply big how perform event line list study free first thank.,4531,1628,611,0
